,TM,cju_people,cju_congest,Origin
730,2018111516,2083,N,力林傍亲
731,2018111517,2133,N,力林傍亲
732,2018111518,2188,N,力林傍亲
733,2018111519,1353,N,力林傍亲
734,2018111520,2430,N,力林傍亲
735,2018111521,1210,N,力林傍亲
736,2018111606,218,N,力林傍亲
737,2018111607,851,N,力林傍亲
738,2018111608,2261,N,力林傍亲
739,2018111609,2185,N,力林傍亲
740,2018111610,2010,N,力林傍亲
741,2018111611,2323,N,力林傍亲
742,2018111612,1742,N,力林傍亲
743,2018111613,2546,Y,力林傍亲
744,2018111614,1397,N,力林傍亲
745,2018111615,2885,Y,力林傍亲
746,2018111616,2842,Y,力林傍亲
747,2018111617,2162,N,力林傍亲
748,2018111618,2217,N,力林傍亲
749,2018111619,1549,N,力林傍亲
750,2018111620,2589,Y,力林傍亲
751,2018111621,1274,N,力林傍亲
752,2018111706,269,N,力林傍亲
753,2018111707,861,N,力林傍亲
754,2018111708,2590,Y,力林傍亲
755,2018111709,2636,Y,力林傍亲
756,2018111710,2195,N,力林傍亲
757,2018111711,2132,N,力林傍亲
758,2018111712,1785,N,力林傍亲
759,2018111713,2307,N,力林傍亲
760,2018111714,1342,N,力林傍亲
761,2018111715,2805,Y,力林傍亲
762,2018111716,2458,N,力林傍亲
763,2018111717,2072,N,力林傍亲
764,2018111718,2311,N,力林傍亲
765,2018111719,1554,N,力林傍亲
766,2018111720,2579,Y,力林傍亲
767,2018111721,1568,N,力林傍亲
768,2018111806,331,N,力林傍亲
769,2018111807,986,N,力林傍亲
770,2018111808,2435,N,力林傍亲
771,2018111809,2708,Y,力林傍亲
772,2018111810,2245,N,力林傍亲
773,2018111811,2463,N,力林傍亲
774,2018111812,1965,N,力林傍亲
775,2018111813,3030,Y,力林傍亲
776,2018111814,1351,N,力林傍亲
777,2018111815,2949,Y,力林傍亲
778,2018111816,3038,Y,力林傍亲
779,2018111817,2222,N,力林傍亲
780,2018111818,2889,Y,力林傍亲
781,2018111819,1586,N,力林傍亲
782,2018111820,2938,Y,力林傍亲
783,2018111821,1594,N,力林傍亲
784,2018111906,322,N,力林傍亲
785,2018111907,1107,N,力林傍亲
786,2018111908,2516,Y,力林傍亲
787,2018111909,2258,N,力林傍亲
788,2018111910,1909,N,力林傍亲
789,2018111911,2297,N,力林傍亲
790,2018111912,1614,N,力林傍亲
791,2018111913,2330,N,力林傍亲
792,2018111914,1338,N,力林傍亲
793,2018111915,2757,Y,力林傍亲
794,2018111916,2434,N,力林傍亲
795,2018111917,2104,N,力林傍亲
796,2018111918,2359,N,力林傍亲
797,2018111919,1550,N,力林傍亲
798,2018111920,2375,N,力林傍亲
799,2018111921,1335,N,力林傍亲
800,2018112006,226,N,力林傍亲
801,2018112007,643,N,力林傍亲
802,2018112008,1752,N,力林傍亲
803,2018112009,2003,N,力林傍亲
804,2018112010,1589,N,力林傍亲
805,2018112011,1562,N,力林傍亲
806,2018112012,1441,N,力林傍亲
807,2018112013,1986,N,力林傍亲
808,2018112014,1185,N,力林傍亲
809,2018112015,2130,N,力林傍亲
810,2018112016,1879,N,力林傍亲
811,2018112017,1802,N,力林傍亲
812,2018112018,1967,N,力林傍亲
813,2018112019,1301,N,力林傍亲
814,2018112020,2394,N,力林傍亲
815,2018112021,1270,N,力林傍亲
816,2018112106,202,N,力林傍亲
817,2018112107,448,N,力林傍亲
818,2018112108,1822,N,力林傍亲
819,2018112109,1482,N,力林傍亲
820,2018112110,1456,N,力林傍亲
821,2018112111,1411,N,力林傍亲
822,2018112112,1025,N,力林傍亲
823,2018112113,2000,N,力林傍亲
824,2018112114,1080,N,力林傍亲
825,2018112115,1982,N,力林傍亲
826,2018112116,1982,N,力林傍亲
827,2018112117,1604,N,力林傍亲
828,2018112118,1792,N,力林傍亲
829,2018112119,1264,N,力林傍亲
830,2018112120,1919,N,力林傍亲
831,2018112121,1223,N,力林傍亲
832,2018112206,216,N,力林傍亲
833,2018112207,555,N,力林傍亲
834,2018112208,1698,N,力林傍亲
835,2018112209,1866,N,力林傍亲
836,2018112210,1481,N,力林傍亲
837,2018112211,1548,N,力林傍亲
838,2018112212,1405,N,力林傍亲
839,2018112213,1871,N,力林傍亲
840,2018112214,1052,N,力林傍亲
841,2018112215,2250,N,力林傍亲
842,2018112216,2130,N,力林傍亲
843,2018112217,1851,N,力林傍亲
844,2018112218,1877,N,力林傍亲
845,2018112219,1207,N,力林傍亲
846,2018112220,2006,N,力林傍亲
847,2018112221,1080,N,力林傍亲
848,2018112306,213,N,力林傍亲
849,2018112307,438,N,力林傍亲
850,2018112308,2010,N,力林傍亲
851,2018112309,1748,N,力林傍亲
852,2018112310,1741,N,力林傍亲
853,2018112311,1821,N,力林傍亲
854,2018112312,1542,N,力林傍亲
855,2018112313,2414,N,力林傍亲
856,2018112314,1279,N,力林傍亲
857,2018112315,2739,Y,力林傍亲
858,2018112316,2744,Y,力林傍亲
859,2018112317,1955,N,力林傍亲
860,2018112318,1973,N,力林傍亲
861,2018112319,1425,N,力林傍亲
862,2018112320,2401,N,力林傍亲
863,2018112321,1087,N,力林傍亲
864,2018112406,249,N,力林傍亲
865,2018112407,766,N,力林傍亲
866,2018112408,2328,N,力林傍亲
867,2018112409,2429,N,力林傍亲
868,2018112410,1808,N,力林傍亲
869,2018112411,1997,N,力林傍亲
870,2018112412,1636,N,力林傍亲
871,2018112413,2000,N,力林傍亲
872,2018112414,1244,N,力林傍亲
873,2018112415,2474,N,力林傍亲
874,2018112416,2309,N,力林傍亲
875,2018112417,1917,N,力林傍亲
876,2018112418,2140,N,力林傍亲
877,2018112419,1435,N,力林傍亲
878,2018112420,2351,N,力林傍亲
879,2018112421,1502,N,力林傍亲
880,2018112506,293,N,力林傍亲
881,2018112507,880,N,力林傍亲
882,2018112508,2202,N,力林傍亲
883,2018112509,2539,Y,力林傍亲
884,2018112510,2195,N,力林傍亲
885,2018112511,2488,N,力林傍亲
886,2018112512,1764,N,力林傍亲
887,2018112513,2986,Y,力林傍亲
888,2018112514,1396,N,力林傍亲
889,2018112515,2767,Y,力林傍亲
890,2018112516,3075,Y,力林傍亲
891,2018112517,2017,N,力林傍亲
892,2018112518,2916,Y,力林傍亲
893,2018112519,1637,N,力林傍亲
894,2018112520,2980,Y,力林傍亲
895,2018112521,1446,N,力林傍亲
896,2018112606,327,N,力林傍亲
897,2018112607,1070,N,力林傍亲
898,2018112608,2400,N,力林傍亲
899,2018112609,2342,N,力林傍亲
900,2018112610,1766,N,力林傍亲
901,2018112611,2210,N,力林傍亲
902,2018112612,1638,N,力林傍亲
903,2018112613,2125,N,力林傍亲
904,2018112614,1294,N,力林傍亲
905,2018112615,2618,Y,力林傍亲
906,2018112616,2334,N,力林傍亲
907,2018112617,1987,N,力林傍亲
908,2018112618,2275,N,力林傍亲
909,2018112619,1550,N,力林傍亲
910,2018112620,2247,N,力林傍亲
911,2018112621,1338,N,力林傍亲
912,2018112706,188,N,力林傍亲
913,2018112707,629,N,力林傍亲
914,2018112708,1774,N,力林傍亲
915,2018112709,1775,N,力林傍亲
916,2018112710,1454,N,力林傍亲
917,2018112711,1507,N,力林傍亲
918,2018112712,1394,N,力林傍亲
919,2018112713,1952,N,力林傍亲
920,2018112714,1117,N,力林傍亲
921,2018112715,2199,N,力林傍亲
922,2018112716,1904,N,力林傍亲
923,2018112717,1678,N,力林傍亲
924,2018112718,1997,N,力林傍亲
925,2018112719,1316,N,力林傍亲
926,2018112720,2138,N,力林傍亲
927,2018112721,1061,N,力林傍亲
928,2018112806,192,N,力林傍亲
929,2018112807,496,N,力林傍亲
930,2018112808,1479,N,力林傍亲
931,2018112809,1147,N,力林傍亲
932,2018112810,1516,N,力林傍亲
933,2018112811,1182,N,力林傍亲
934,2018112812,1022,N,力林傍亲
935,2018112813,1898,N,力林傍亲
936,2018112814,1031,N,力林傍亲
937,2018112815,2035,N,力林傍亲
938,2018112816,1975,N,力林傍亲
939,2018112817,1608,N,力林傍亲
940,2018112818,1722,N,力林傍亲
941,2018112819,1399,N,力林傍亲
942,2018112820,2006,N,力林傍亲
943,2018112821,1304,N,力林傍亲
944,2018112906,187,N,力林傍亲
945,2018112907,548,N,力林傍亲
946,2018112908,1553,N,力林傍亲
947,2018112909,1769,N,力林傍亲
948,2018112910,1513,N,力林傍亲
949,2018112911,1503,N,力林傍亲
950,2018112912,1478,N,力林傍亲
951,2018112913,1911,N,力林傍亲
952,2018112914,1098,N,力林傍亲
953,2018112915,2187,N,力林傍亲
954,2018112916,2288,N,力林傍亲
955,2018112917,1719,N,力林傍亲
956,2018112918,1692,N,力林傍亲
957,2018112919,1164,N,力林傍亲
958,2018112920,1986,N,力林傍亲
959,2018112921,1194,N,力林傍亲
960,2018113006,175,N,力林傍亲
961,2018113007,638,N,力林傍亲
962,2018113008,1929,N,力林傍亲
963,2018113009,1535,N,力林傍亲
964,2018113010,1651,N,力林傍亲
965,2018113011,1853,N,力林傍亲
966,2018113012,1494,N,力林傍亲
967,2018113013,2092,N,力林傍亲
968,2018113014,1277,N,力林傍亲
969,2018113015,2665,Y,力林傍亲
970,2018113016,2457,N,力林傍亲
971,2018113017,1934,N,力林傍亲
972,2018113018,1973,N,力林傍亲
973,2018113019,1381,N,力林傍亲
974,2018113020,2380,N,力林傍亲
975,2018113021,1217,N,力林傍亲
976,2018120106,219,N,力林傍亲
977,2018120107,741,N,力林傍亲
978,2018120108,2213,N,力林傍亲
979,2018120109,2273,N,力林傍亲
980,2018120110,1767,N,力林傍亲
981,2018120111,1768,N,力林傍亲
982,2018120112,1510,N,力林傍亲
983,2018120113,1847,N,力林傍亲
984,2018120114,1207,N,力林傍亲
985,2018120115,2380,N,力林傍亲
986,2018120116,2011,N,力林傍亲
987,2018120117,1616,N,力林傍亲
988,2018120118,1888,N,力林傍亲
989,2018120119,1277,N,力林傍亲
990,2018120120,1939,N,力林傍亲
991,2018120121,1282,N,力林傍亲
992,2018120206,160,N,力林傍亲
993,2018120207,849,N,力林傍亲
994,2018120208,2164,N,力林傍亲
995,2018120209,1915,N,力林傍亲
996,2018120210,2046,N,力林傍亲
997,2018120211,2100,N,力林傍亲
998,2018120212,1327,N,力林傍亲
999,2018120213,2437,N,力林傍亲
1000,2018120214,1350,N,力林傍亲
1001,2018120215,2965,Y,力林傍亲
1002,2018120216,3034,Y,力林傍亲
1003,2018120217,2396,N,力林傍亲
1004,2018120218,2505,Y,力林傍亲
1005,2018120219,1373,N,力林傍亲
1006,2018120220,2647,Y,力林傍亲
1007,2018120221,1560,N,力林傍亲
1008,2018120306,290,N,力林傍亲
1009,2018120307,937,N,力林傍亲
1010,2018120308,2083,N,力林傍亲
1011,2018120309,2074,N,力林傍亲
1012,2018120310,1603,N,力林傍亲
1013,2018120311,1869,N,力林傍亲
1014,2018120312,1381,N,力林傍亲
1015,2018120313,1880,N,力林傍亲
1016,2018120314,1231,N,力林傍亲
1017,2018120315,2281,N,力林傍亲
1018,2018120316,1948,N,力林傍亲
1019,2018120317,1608,N,力林傍亲
1020,2018120318,1865,N,力林傍亲
1021,2018120319,1272,N,力林傍亲
1022,2018120320,2009,N,力林傍亲
1023,2018120321,1178,N,力林傍亲
1024,2018120406,206,N,力林傍亲
1025,2018120407,597,N,力林傍亲
1026,2018120408,1645,N,力林傍亲
1027,2018120409,1475,N,力林傍亲
1028,2018120410,1291,N,力林傍亲
1029,2018120411,1264,N,力林傍亲
1030,2018120412,1210,N,力林傍亲
1031,2018120413,1546,N,力林傍亲
1032,2018120414,1009,N,力林傍亲
1033,2018120415,1733,N,力林傍亲
1034,2018120416,1511,N,力林傍亲
1035,2018120417,1392,N,力林傍亲
1036,2018120418,1581,N,力林傍亲
1037,2018120419,1088,N,力林傍亲
1038,2018120420,1768,N,力林傍亲
1039,2018120421,920,N,力林傍亲
1040,2018120506,144,N,力林傍亲
1041,2018120507,451,N,力林傍亲
1042,2018120508,1474,N,力林傍亲
1043,2018120509,986,N,力林傍亲
1044,2018120510,1041,N,力林傍亲
1045,2018120511,1130,N,力林傍亲
1046,2018120512,844,N,力林傍亲
1047,2018120513,1533,N,力林傍亲
1048,2018120514,977,N,力林傍亲
1049,2018120515,1953,N,力林傍亲
1050,2018120516,1857,N,力林傍亲
1051,2018120517,1512,N,力林傍亲
1052,2018120518,1651,N,力林傍亲
1053,2018120519,1251,N,力林傍亲
1054,2018120520,1891,N,力林傍亲
1055,2018120521,1074,N,力林傍亲
1056,2018120606,127,N,力林傍亲
1057,2018120607,631,N,力林傍亲
1058,2018120608,1304,N,力林傍亲
1059,2018120609,1565,N,力林傍亲
1060,2018120610,1371,N,力林傍亲
1061,2018120611,1486,N,力林傍亲
1062,2018120612,1155,N,力林傍亲
1063,2018120613,1741,N,力林傍亲
1064,2018120614,1013,N,力林傍亲
1065,2018120615,2038,N,力林傍亲
1066,2018120616,1794,N,力林傍亲
1067,2018120617,1435,N,力林傍亲
1068,2018120618,1552,N,力林傍亲
1069,2018120619,1022,N,力林傍亲
1070,2018120620,1937,N,力林傍亲
1071,2018120621,1096,N,力林傍亲
1072,2018120706,132,N,力林傍亲
1073,2018120707,605,N,力林傍亲
1074,2018120708,1437,N,力林傍亲
1075,2018120709,1256,N,力林傍亲
1076,2018120710,1495,N,力林傍亲
1077,2018120711,1626,N,力林傍亲
1078,2018120712,1168,N,力林傍亲
1079,2018120713,1758,N,力林傍亲
1080,2018120714,1220,N,力林傍亲
1081,2018120715,2349,N,力林傍亲
1082,2018120716,2199,N,力林傍亲
1083,2018120717,1631,N,力林傍亲
1084,2018120718,1774,N,力林傍亲
1085,2018120719,1208,N,力林傍亲
1086,2018120720,2039,N,力林傍亲
1087,2018120721,978,N,力林傍亲
1088,2018120806,192,N,力林傍亲
1089,2018120807,715,N,力林傍亲
1090,2018120808,2124,N,力林傍亲
1091,2018120809,1863,N,力林傍亲
1092,2018120810,1662,N,力林傍亲
1093,2018120811,1789,N,力林傍亲
1094,2018120812,1380,N,力林傍亲
1095,2018120813,1576,N,力林傍亲
1096,2018120814,1110,N,力林傍亲
1097,2018120815,2301,N,力林傍亲
1098,2018120816,1996,N,力林傍亲
1099,2018120817,1721,N,力林傍亲
1100,2018120818,1836,N,力林傍亲
1101,2018120819,1172,N,力林傍亲
1102,2018120820,1781,N,力林傍亲
1103,2018120821,1172,N,力林傍亲
1104,2018120906,157,N,力林傍亲
1105,2018120907,743,N,力林傍亲
1106,2018120908,1855,N,力林傍亲
1107,2018120909,1695,N,力林傍亲
1108,2018120910,1932,N,力林傍亲
1109,2018120911,2057,N,力林傍亲
1110,2018120912,1250,N,力林傍亲
1111,2018120913,2178,N,力林傍亲
1112,2018120914,1235,N,力林傍亲
1113,2018120915,2756,Y,力林傍亲
1114,2018120916,3028,Y,力林傍亲
1115,2018120917,2376,N,力林傍亲
1116,2018120918,2564,Y,力林傍亲
1117,2018120919,1564,N,力林傍亲
1118,2018120920,2619,Y,力林傍亲
1119,2018120921,1331,N,力林傍亲
1120,2018121006,205,N,力林傍亲
1121,2018121007,898,N,力林傍亲
1122,2018121008,1919,N,力林傍亲
1123,2018121009,1905,N,力林傍亲
1124,2018121010,1525,N,力林傍亲
1125,2018121011,1990,N,力林傍亲
1126,2018121012,1461,N,力林傍亲
1127,2018121013,1672,N,力林傍亲
1128,2018121014,1144,N,力林傍亲
1129,2018121015,2245,N,力林傍亲
1130,2018121016,1936,N,力林傍亲
1131,2018121017,1732,N,力林傍亲
1132,2018121018,1764,N,力林傍亲
1133,2018121019,1335,N,力林傍亲
1134,2018121020,2110,N,力林傍亲
1135,2018121021,1201,N,力林傍亲
1136,2018121106,193,N,力林傍亲
1137,2018121107,622,N,力林傍亲
1138,2018121108,1433,N,力林傍亲
1139,2018121109,1573,N,力林傍亲
1140,2018121110,1321,N,力林傍亲
1141,2018121111,1527,N,力林傍亲
1142,2018121112,1379,N,力林傍亲
1143,2018121113,1621,N,力林傍亲
1144,2018121114,1063,N,力林傍亲
1145,2018121115,2096,N,力林傍亲
1146,2018121116,1615,N,力林傍亲
1147,2018121117,1578,N,力林傍亲
1148,2018121118,1743,N,力林傍亲
1149,2018121119,1102,N,力林傍亲
1150,2018121120,1934,N,力林傍亲
1151,2018121121,1060,N,力林傍亲
1152,2018121206,137,N,力林傍亲
1153,2018121207,498,N,力林傍亲
1154,2018121208,1598,N,力林傍亲
1155,2018121209,1265,N,力林傍亲
1156,2018121210,1219,N,力林傍亲
1157,2018121211,1197,N,力林傍亲
1158,2018121212,996,N,力林傍亲
1159,2018121213,1656,N,力林傍亲
1160,2018121214,961,N,力林傍亲
1161,2018121215,1815,N,力林傍亲
1162,2018121216,1725,N,力林傍亲
1163,2018121217,1405,N,力林傍亲
1164,2018121218,1650,N,力林傍亲
1165,2018121219,1166,N,力林傍亲
1166,2018121220,1784,N,力林傍亲
1167,2018121221,1229,N,力林傍亲
1168,2018121306,148,N,力林傍亲
1169,2018121307,541,N,力林傍亲
1170,2018121308,1367,N,力林傍亲
1171,2018121309,1596,N,力林傍亲
1172,2018121310,1299,N,力林傍亲
1173,2018121311,1399,N,力林傍亲
1174,2018121312,1273,N,力林傍亲
1175,2018121313,1800,N,力林傍亲
1176,2018121314,993,N,力林傍亲
1177,2018121315,1895,N,力林傍亲
1178,2018121316,2129,N,力林傍亲
1179,2018121317,1661,N,力林傍亲
1180,2018121318,1685,N,力林傍亲
1181,2018121319,1103,N,力林傍亲
1182,2018121320,1828,N,力林傍亲
1183,2018121321,1040,N,力林傍亲
1184,2018121406,125,N,力林傍亲
1185,2018121407,644,N,力林傍亲
1186,2018121408,1713,N,力林傍亲
1187,2018121409,1331,N,力林傍亲
1188,2018121410,1661,N,力林傍亲
1189,2018121411,1773,N,力林傍亲
1190,2018121412,1598,N,力林傍亲
1191,2018121413,2111,N,力林傍亲
1192,2018121414,1338,N,力林傍亲
1193,2018121415,2615,Y,力林傍亲
1194,2018121416,2439,N,力林傍亲
1195,2018121417,1775,N,力林傍亲
1196,2018121418,2102,N,力林傍亲
1197,2018121419,1328,N,力林傍亲
1198,2018121420,2338,N,力林傍亲
1199,2018121421,1019,N,力林傍亲
1200,2018121506,269,N,力林傍亲
1201,2018121507,698,N,力林傍亲
1202,2018121508,2027,N,力林傍亲
1203,2018121509,2186,N,力林傍亲
1204,2018121510,1759,N,力林傍亲
1205,2018121511,1959,N,力林傍亲
1206,2018121512,1511,N,力林傍亲
1207,2018121513,1868,N,力林傍亲
1208,2018121514,1216,N,力林傍亲
1209,2018121515,2280,N,力林傍亲
1210,2018121516,1740,N,力林傍亲
1211,2018121517,1676,N,力林傍亲
1212,2018121518,2023,N,力林傍亲
1213,2018121519,1229,N,力林傍亲
1214,2018121520,1845,N,力林傍亲
1215,2018121521,1248,N,力林傍亲
1216,2018121606,92,N,力林傍亲
1217,2018121607,734,N,力林傍亲
1218,2018121608,1928,N,力林傍亲
1219,2018121609,1895,N,力林傍亲
1220,2018121610,2054,N,力林傍亲
1221,2018121611,1925,N,力林傍亲
1222,2018121612,1261,N,力林傍亲
1223,2018121613,2234,N,力林傍亲
1224,2018121614,1274,N,力林傍亲
1225,2018121615,2681,Y,力林傍亲
1226,2018121616,2682,Y,力林傍亲
1227,2018121617,2409,N,力林傍亲
1228,2018121618,2533,Y,力林傍亲
1229,2018121619,1517,N,力林傍亲
1230,2018121620,2294,N,力林傍亲
1231,2018121621,1351,N,力林傍亲
1232,2018121706,213,N,力林傍亲
1233,2018121707,891,N,力林傍亲
1234,2018121708,2096,N,力林傍亲
1235,2018121709,2016,N,力林傍亲
1236,2018121710,1530,N,力林傍亲
1237,2018121711,2113,N,力林傍亲
1238,2018121712,1288,N,力林傍亲
1239,2018121713,1970,N,力林傍亲
1240,2018121714,1193,N,力林傍亲
1241,2018121715,2363,N,力林傍亲
1242,2018121716,1783,N,力林傍亲
1243,2018121717,1707,N,力林傍亲
1244,2018121718,1898,N,力林傍亲
1245,2018121719,1373,N,力林傍亲
1246,2018121720,2043,N,力林傍亲
1247,2018121721,1258,N,力林傍亲
1248,2018121806,217,N,力林傍亲
1249,2018121807,632,N,力林傍亲
1250,2018121808,1599,N,力林傍亲
1251,2018121809,1856,N,力林傍亲
1252,2018121810,1330,N,力林傍亲
1253,2018121811,1655,N,力林傍亲
1254,2018121812,1377,N,力林傍亲
1255,2018121813,1976,N,力林傍亲
1256,2018121814,1194,N,力林傍亲
1257,2018121815,2075,N,力林傍亲
1258,2018121816,1879,N,力林傍亲
1259,2018121817,1666,N,力林傍亲
1260,2018121818,2006,N,力林傍亲
1261,2018121819,1314,N,力林傍亲
1262,2018121820,2136,N,力林傍亲
1263,2018121821,1143,N,力林傍亲
1264,2018121906,122,N,力林傍亲
1265,2018121907,653,N,力林傍亲
1266,2018121908,1732,N,力林傍亲
1267,2018121909,1604,N,力林傍亲
1268,2018121910,1054,N,力林傍亲
1269,2018121911,1567,N,力林傍亲
1270,2018121912,1247,N,力林傍亲
1271,2018121913,2125,N,力林傍亲
1272,2018121914,1117,N,力林傍亲
1273,2018121915,2137,N,力林傍亲
1274,2018121916,2195,N,力林傍亲
1275,2018121917,1745,N,力林傍亲
1276,2018121918,1840,N,力林傍亲
1277,2018121919,1416,N,力林傍亲
1278,2018121920,2054,N,力林傍亲
1279,2018121921,1369,N,力林傍亲
1280,2018122006,138,N,力林傍亲
1281,2018122007,601,N,力林傍亲
1282,2018122008,1629,N,力林傍亲
1283,2018122009,2050,N,力林傍亲
1284,2018122010,1524,N,力林傍亲
